Year,NATURE,SOURCE_DETAIL,SDG Series,Sex,Degree of urbanisation,Income or wealth quantile,Education level,Composite breakdown,Nature of data points,Source details,COMMENT_OBS,Observation-level footnotes,Value
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Lower secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.54652
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educatiol attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Upper secondary education,,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.13414
2001,E,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio) [4.5.1]",,,,,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.02034
2002,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio) [4.5.1]",,,,,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.01245
2003,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio) [4.5.1]",,,,,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.05941
2004,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio) [4.5.1]",,,,,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.02454
2005,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio) [4.5.1]",,,,,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.02287
2006,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio) [4.5.1]",,,,,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,0.98406
2007,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio) [4.5.1]",,,,,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,0.97055
2008,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio) [4.5.1]",,,,,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,0.99737
2009,E,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio) [4.5.1]",,,,,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,0.9968
2008,E,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Secondary education (lower and upper secondary education),,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,0.97909
2003,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Pre-primary education,,Country Data,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.25115
2004,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Pre-primary education,,Country Data,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.25272
2005,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Pre-primary education,,Country Data,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.25193
2006,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Pre-primary education,,Country Data,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.252
2007,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Pre-primary education,,Country Data,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.24924
2008,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Pre-primary education,,Country Data,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.01332
2009,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Pre-primary education,,Country Data,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,0.80373
2012,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Pre-primary education,,Country Data,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.07475
2014,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Pre-primary education,,Country Data,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,0.88887
2003,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Primary education,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.00429
2004,C,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Primary education,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.00741
2005,E,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Primary education,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.00579
2007,E,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Primary education,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,0.9975
2008,E,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Primary education,,Estimated,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,0.99766
