Year,NATURE,SOURCE_DETAIL,Sex,Degree of urbanisation,Income or wealth quantile,Education level,Nature of data points,Source details,Observation-level footnotes,COMMENT_OBS,Value
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,Male,Rural,Quintile 5 (richest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,92.17284
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Male,Rural,Quintile 5 (richest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,90.37637
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,Male,Rural,Quintile 5 (richest),Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,27.52366
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,Male,Rural,Quintile 5 (richest),Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,37.01866
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Male,Rural,Quintile 5 (richest),Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,69.34627
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,Male,Urban,,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,71.20611
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,Male,Urban,,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,83.95193
2009,C,"Kenya Population and Housing Census 2009. IPUMS-International, national Bureau of Statistics.; Data extracted on 01 April 2022.",Male,Urban,,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,73.50476
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Male,Urban,,Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,90.68627
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,Male,Urban,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,58.50066
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,Male,Urban,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,75.63426
2009,C,"Kenya Population and Housing Census 2009. IPUMS-International, national Bureau of Statistics.; Data extracted on 01 April 2022.",Male,Urban,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,64.21375
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Male,Urban,,Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,79.79667
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,Male,Urban,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,44.45691
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above.; Data extracted on 01 April 2022.,Male,Urban,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,54.52406
2009,C,"Kenya Population and Housing Census 2009. IPUMS-International, national Bureau of Statistics.; Data extracted on 01 April 2022.",Male,Urban,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,43.38826
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Male,Urban,,Upper secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,58.95918
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,Male,Urban,Quintile 1 (poorest),Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,Male,Urban,Quintile 1 (poorest),Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Male,Urban,Quintile 1 (poorest),Primary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,,79.37586
2003,C,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,Male,Urban,Quintile 1 (poorest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,C,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,Male,Urban,Quintile 1 (poorest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,C,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Male,Urban,Quintile 1 (poorest),Lower secondary education,Country Data,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,,51.08447
